order_item_id,order_id,product_id,user_id,quantity,item_price,item_total,order_date,order_status,total_amount,product_name,category,brand,price,rating,name,email,gender,city,signup_date,item_revenue
I00032625,O00014978,P000907,U007302,1.0,54.46,54.46,2024-05-07 20:49:24.742269,Processing,54.46,NeoTech Building,Pet Supplies,NeoTech,54.46,3.57,Scott Moore,david95@example.com,Other,Lake Michaelland,2024-09-27,54.46
I00032626,O00014979,P001059,U003446,1.0,64.95,64.95,,Processing,116.79,Harbor Third,Beauty,Harbor,64.95,3.38,Jessica Coleman,vfrederick@example.com,Other,Woodchester,2024-08-22,64.95
I00032627,O00014979,P000695,U003446,1.0,35.1,35.1,,Processing,116.79,Harbor Action,Beauty,Harbor,35.1,4.79,Jessica Coleman,vfrederick@example.com,Other,Woodchester,2024-08-22,35.1
I00032628,O00014979,P000989,U003446,1.0,16.74,16.74,,Processing,116.79,GreenLeaf Single,Groceries,GreenLeaf,16.74,3.1,Jessica Coleman,vfrederick@example.com,Other,Woodchester,2024-08-22,16.74
I00032611,O00014972,P000207,U007815,1.0,227.28,227.28,2025-04-06 10:28:22.761940,Completed,1031.37,GreenLeaf Painting,Clothing,GreenLeaf,227.28,3.4,Nicole Charles,qrowe@example.net,Other,New Brandon,2025-03-07,227.28
I00032609,O00014972,P001811,U007815,2.0,197.07,394.14,2025-04-06 10:28:22.761940,Completed,1031.37,Everest Child,Sports,Everest,197.07,2.53,Nicole Charles,qrowe@example.net,Other,New Brandon,2025-03-07,394.14
I00032630,O00014980,P000206,U000276,1.0,202.11,202.11,2024-04-07 17:50:38.428869,Processing,542.6,Orion Pm,Automotive,Orion,202.11,4.47,Brenda Hines,collinssamuel@example.org,Female,East Christopherchester,2024-08-11,202.11
I00032608,O00014971,P000079,U004907,1.0,71.29,71.29,2025-07-31 17:33:59.581894,Shipped,74.86,Orion However,Pet Supplies,Orion,71.29,3.22,Jill Rogers,,Other,Lake Jessica,2024-01-25,71.29
I00032590,O00014961,P001565,U004488,2.0,50.01,100.02,2024-12-09 03:02:20.827839,Returned,553.57,Pulse Decision,Toys,Pulse,50.01,4.5,Michael Cherry,patricia44@example.org,Female,Kimberlyberg,2025-07-21,100.02
I00032591,O00014961,P000986,U004488,3.0,32.25,96.75,2024-12-09 03:02:20.827839,Returned,553.57,Everest So,Sports,Everest,32.25,4.7,Michael Cherry,patricia44@example.org,Female,Kimberlyberg,2025-07-21,96.75
I00032592,O00014961,P001186,U004488,1.0,26.74,26.74,2024-12-09 03:02:20.827839,Returned,553.57,Solace Commercial,Groceries,Solace,26.74,2.63,Michael Cherry,patricia44@example.org,Female,Kimberlyberg,2025-07-21,26.74
I00032593,O00014961,P001703,U004488,2.0,165.03,330.06,2024-12-09 03:02:20.827839,Returned,553.57,Willow Just,Beauty,Willow,165.03,3.97,Michael Cherry,patricia44@example.org,Female,Kimberlyberg,2025-07-21,330.06
I00032594,O00014962,P000710,U002739,2.0,110.33,220.66,2024-04-20 02:06:17.184758,Returned,220.66,Zenith Too,Sports,Zenith,110.33,3.26,Kimberly Benson,davidgreen@example.org,Female,East Robertbury,2024-09-18,220.66
I00032595,O00014963,P001226,U005985,1.0,188.55,188.55,2025-07-28 17:45:55.288842,Completed,368.11,,Home & Kitchen,Willow,188.55,3.88,Priscilla Lopez,jonathanestrada@example.com,Male,Andersonville,2025-10-25,188.55
I00032596,O00014963,P000726,U005985,1.0,109.92,109.92,2025-07-28 17:45:55.288842,Completed,368.11,NeoTech Production,Clothing,NeoTech,109.92,3.27,Priscilla Lopez,jonathanestrada@example.com,Male,Andersonville,2025-10-25,109.92
I00032597,O00014963,P000185,U005985,1.0,69.64,69.64,2025-07-28 17:45:55.288842,Completed,368.11,Orion Guy,Toys,Orion,69.64,2.77,Priscilla Lopez,jonathanestrada@example.com,Male,Andersonville,2025-10-25,69.64
I00032598,O00014964,P000690,U005265,2.0,368.82,737.64,2025-07-14 21:19:46.972248,Processing,737.64,NeoTech Interesting,Nan,NeoTech,368.82,3.32,Peter Stewart,dennistran@example.com,Male,Francisville,2025-10-12,737.64
I00032599,O00014965,P001303,U004814,1.0,54.36,54.36,2025-08-04 04:16:29.268540,Processing,54.36,GreenLeaf Be,Clothing,GreenLeaf,54.36,4.34,Eric Rogers,scottgarcia@example.org,Other,Lake Laura,2025-02-25,54.36
I00032600,O00014966,P000627,U004028,1.0,45.74,45.74,2025-01-16 10:29:02.242428,Returned,45.74,Pulse Claim,Toys,Pulse,45.74,3.09,Bryan Miles,mary60@example.net,Female,Clayfurt,2024-07-08,45.74
I00032601,O00014967,P000486,U007913,1.0,46.64,46.64,2024-08-27 02:54:17.836089,Completed,46.64,GreenLeaf Body,Beauty,GreenLeaf,46.64,,Justin Brown,,,Erinmouth,2025-03-25,46.64
I00032602,O00014968,P001859,U000386,1.0,1011.71,1011.71,2024-11-06 18:29:56.455226,Cancelled,1168.43,Orion Coach,,Orion,1011.71,4.55,Christopher Davis,,Female,Port Gina,2024-08-07,1011.71
I00032603,O00014968,P001994,U000386,1.0,57.21,57.21,2024-11-06 18:29:56.455226,Cancelled,1168.43,GreenLeaf Concern,Beauty,GreenLeaf,57.21,4.74,Christopher Davis,,Female,Port Gina,2024-08-07,57.21
I00032604,O00014968,P001843,U000386,3.0,33.17,99.51,2024-11-06 18:29:56.455226,Cancelled,1168.43,Nimbus Near,Toys,Nimbus,33.17,4.37,Christopher Davis,,Female,Port Gina,2024-08-07,99.51
I00032606,O00014970,P000719,U003538,2.0,134.95,269.9,2024-10-20 00:59:48.618807,Cancelled,269.9,NeoTech Network,Beauty,NeoTech,134.95,3.02,Ann Malone,ashley12@example.com,Male,South Anne,2024-01-01,269.9
I00032607,O00014971,P000752,U004907,1.0,3.57,3.57,2025-07-31 17:33:59.581894,Shipped,74.86,Pulse Act,Groceries,Pulse,3.57,2.64,Jill Rogers,,Other,Lake Jessica,2024-01-25,3.57
I00032629,O00014980,P001079,U000276,1.0,249.07,249.07,2024-04-07 17:50:38.428869,Processing,542.6,Orion Page,Home & Kitchen,Orion,249.07,3.14,Brenda Hines,collinssamuel@example.org,Female,East Christopherchester,2024-08-11,249.07
I00032631,O00014980,P001816,U000276,1.0,91.42,91.42,2024-04-07 17:50:38.428869,Processing,542.6,Willow Catch,Automotive,Willow,91.42,2.79,Brenda Hines,collinssamuel@example.org,Female,East Christopherchester,2024-08-11,91.42
I00032847,O00015077,P000052,U006099,1.0,138.89,138.89,2025-01-13 07:48:14.237942,Cancelled,204.49,,Sports,Nimbus,138.89,3.17,Barry Russell,lcarroll@example.com,Male,Robertview,2024-10-24,138.89
I00032654,O00014991,P001324,U001697,2.0,23.32,46.64,2024-02-19 10:48:03.562888,Processing,,GreenLeaf Approach,Groceries,GreenLeaf,23.32,2.69,Denise Mitchell,,Male,North Donaldborough,2024-06-23,46.64
I00032656,O00014993,P000984,U002279,1.0,244.36,244.36,2024-03-25 17:04:12.473603,Shipped,447.2,Pulse Possible,Home & Kitchen,Pulse,244.36,3.13,Tyrone Chavez,carolynwarner@example.org,Female,Hallhaven,2025-02-02,244.36
I00032657,O00014993,P000185,U002279,1.0,69.64,69.64,2024-03-25 17:04:12.473603,Shipped,447.2,Orion Guy,Toys,Orion,69.64,2.77,Tyrone Chavez,carolynwarner@example.org,Female,Hallhaven,2025-02-02,69.64
I00032658,O00014993,P000037,U002279,3.0,44.4,133.2,2024-03-25 17:04:12.473603,Shipped,447.2,Orion Approach,Pet Supplies,Orion,44.4,3.06,Tyrone Chavez,carolynwarner@example.org,Female,Hallhaven,2025-02-02,133.2
I00032659,O00014994,P001432,U004203,2.0,344.62,689.24,2025-06-26 10:42:04.983209,Shipped,981.03,Nimbus Camera,Automotive,Nimbus,344.62,3.97,Rebecca Reed,vasquezjoseph@example.org,Other,South Johnmouth,2025-01-08,689.24
I00032661,O00014994,P001009,U004203,1.0,32.46,32.46,2025-06-26 10:42:04.983209,Shipped,981.03,Orion Pull,Sports,Orion,32.46,,Rebecca Reed,vasquezjoseph@example.org,Other,South Johnmouth,2025-01-08,32.46
I00032662,O00014994,P000793,U004203,1.0,168.0,168.0,2025-06-26 10:42:04.983209,Shipped,981.03,Willow Agree,Clothing,Willow,168.0,3.83,Rebecca Reed,vasquezjoseph@example.org,Other,South Johnmouth,2025-01-08,168.0
I00032663,O00014995,P000804,U002153,2.0,72.33,144.66,2025-10-18 02:47:04.889025,Processing,344.29,Harbor Crime,Toys,Harbor,72.33,2.7,Margaret Nelson,davidsawyer@example.net,,Boltonbury,2025-08-20,144.66
I00032664,O00014995,P001488,U002153,2.0,46.59,93.18,2025-10-18 02:47:04.889025,Processing,344.29,Zenith Like,Books,Zenith,46.59,3.0,Margaret Nelson,davidsawyer@example.net,,Boltonbury,2025-08-20,93.18
I00032665,O00014995,P000674,U002153,2.0,21.11,42.22,2025-10-18 02:47:04.889025,Processing,344.29,GreenLeaf Seem,Pet Supplies,GreenLeaf,21.11,3.85,Margaret Nelson,davidsawyer@example.net,,Boltonbury,2025-08-20,42.22
I00032666,O00014995,P000639,U002153,1.0,64.23,64.23,2025-10-18 02:47:04.889025,Processing,344.29,GreenLeaf Century,Pet Supplies,GreenLeaf,64.23,3.08,Margaret Nelson,davidsawyer@example.net,,Boltonbury,2025-08-20,64.23
I00032667,O00014996,P000669,U006590,2.0,36.42,72.84,2025-09-25 11:21:05.285492,Returned,2920.93,Acme Personal,Toys,Acme,36.42,4.88,Susan Richards,jenniferlopez@example.com,Other,Lake Thomas,2025-03-23,72.84
I00032668,O00014996,P000145,U006590,1.0,219.69,219.69,2025-09-25 11:21:05.285492,Returned,2920.93,Willow Him,Home & Kitchen,Willow,219.69,,Susan Richards,jenniferlopez@example.com,Other,Lake Thomas,2025-03-23,219.69
I00032669,O00014996,P001957,U006590,1.0,45.18,45.18,2025-09-25 11:21:05.285492,Returned,2920.93,Zenith Conference,Pet Supplies,Zenith,45.18,2.72,Susan Richards,jenniferlopez@example.com,Other,Lake Thomas,2025-03-23,45.18
I00032670,O00014996,P001379,U006590,1.0,61.86,61.86,2025-09-25 11:21:05.285492,Returned,2920.93,Willow Pressure,Home & Kitchen,Willow,61.86,4.04,Susan Richards,jenniferlopez@example.com,Other,Lake Thomas,2025-03-23,61.86
I00032671,O00014996,P001227,U006590,2.0,1260.68,2521.36,2025-09-25 11:21:05.285492,Returned,2920.93,GreenLeaf System,Electronics,GreenLeaf,1260.68,4.44,Susan Richards,jenniferlopez@example.com,Other,Lake Thomas,2025-03-23,2521.36
I00032672,O00014997,P001586,U000364,1.0,9.81,9.81,2024-01-11 05:53:05.446865,Processing,29.96,Pulse Else,Books,Pulse,9.81,3.27,David Jimenez,garciarobert@example.net,Other,Port Christopherport,2024-11-01,9.81
I00032673,O00014997,P000518,U000364,1.0,20.15,20.15,2024-01-11 05:53:05.446865,Processing,29.96,Willow Newspaper,Groceries,Willow,20.15,4.77,David Jimenez,garciarobert@example.net,Other,Port Christopherport,2024-11-01,20.15
I00032655,O00014992,P000198,U001130,2.0,1352.63,2705.26,2025-08-10 19:15:17.765861,Cancelled,2705.26,Orion Face,Electronics,Orion,1352.63,4.66,Richard Johnson,sandratanner@example.net,Male,New Karen,2025-10-14,2705.26
I00032653,O00014990,P001631,U006375,1.0,154.57,154.57,2024-03-24 17:27:28.952097,Processing,154.57,Acme Real,Sports,Acme,154.57,3.73,Denise Williams,,Male,Martinview,2024-07-09,154.57
I00032632,O00014981,P001207,U002334,1.0,28.52,28.52,,,28.52,Zenith War,Beauty,Zenith,28.52,3.88,Thomas Wade,ndouglas@example.net,Other,Amandaville,2024-07-04,28.52
I00032651,O00014989,P001424,U008909,2.0,85.29,170.58,2024-01-05 05:12:03.389064,Returned,208.9,GreenLeaf Bill,Clothing,GreenLeaf,85.29,4.72,David Davis,jballard@example.net,Other,Jamiemouth,2024-08-28,170.58
I00032634,O00014982,P001732,U008751,2.0,417.15,834.3,2025-05-31 05:05:38.742469,Shipped,943.05,Pulse Baby,Electronics,Pulse,417.15,2.63,Joanna Davis,jfarley@example.org,Other,Watsonside,2025-02-19,834.3
I00032635,O00014982,P001967,U008751,1.0,18.89,18.89,2025-05-31 05:05:38.742469,Shipped,943.05,Harbor Reach,Pet Supplies,Harbor,18.89,2.83,Joanna Davis,jfarley@example.org,Other,Watsonside,2025-02-19,18.89
I00032636,O00014982,P001888,U008751,3.0,16.14,48.42,2025-05-31 05:05:38.742469,Shipped,943.05,NeoTech Late,Groceries,NeoTech,16.14,2.95,Joanna Davis,jfarley@example.org,Other,Watsonside,2025-02-19,48.42
I00032637,O00014983,P001299,U009642,2.0,84.37,168.74,2025-02-18 18:30:44.482396,Shipped,182.46,,Toys,Everest,,4.85,Steve Ruiz,bartonholly@example.org,Male,Thomashaven,2025-11-10,168.74
I00032638,O00014983,P001317,U009642,1.0,13.72,13.72,2025-02-18 18:30:44.482396,Shipped,182.46,,Home & Kitchen,Everest,13.72,2.74,Steve Ruiz,bartonholly@example.org,Male,Thomashaven,2025-11-10,13.72
I00032639,O00014984,P000819,U000097,1.0,159.14,159.14,2024-12-09 06:57:24.413761,Completed,991.62,Orion Range,Sports,Orion,159.14,3.67,David Ryan,alyssa42@example.com,Male,Coffeyport,2024-04-30,159.14
I00032640,O00014984,P001168,U000097,2.0,416.24,832.48,2024-12-09 06:57:24.413761,Completed,991.62,Solace Cell,Home & Kitchen,Solace,416.24,2.98,David Ryan,alyssa42@example.com,Male,Coffeyport,2024-04-30,832.48
I00032641,O00014985,P001044,U006039,1.0,90.82,90.82,2025-02-08 08:09:14.050988,Processing,96.8,Nimbus Every,Home & Kitchen,Nimbus,90.82,3.31,Morgan Cruz,markfields@example.com,Other,New Jamie,2025-01-22,90.82
I00032642,O00014985,P001039,U006039,1.0,5.98,5.98,2025-02-08 08:09:14.050988,Processing,96.8,Nimbus Want,Toys,Nimbus,5.98,,Morgan Cruz,markfields@example.com,Other,New Jamie,2025-01-22,5.98
I00032643,O00014986,P000968,U000743,1.0,133.34,133.34,2024-09-02 03:14:24.093302,Completed,1251.31,NeoTech Body,Sports,NeoTech,133.34,,Nicole Dougherty,tiffany74@example.org,Other,Matthewmouth,2025-07-02,133.34
I00032644,O00014986,P001870,U000743,2.0,383.26,766.52,2024-09-02 03:14:24.093302,Completed,1251.31,Acme Subject,Automotive,Acme,383.26,3.16,Nicole Dougherty,tiffany74@example.org,Other,Matthewmouth,2025-07-02,766.52
I00032645,O00014986,P001853,U000743,1.0,351.45,351.45,2024-09-02 03:14:24.093302,Completed,1251.31,Orion After,Electronics,Orion,351.45,3.22,Nicole Dougherty,tiffany74@example.org,Other,Matthewmouth,2025-07-02,351.45
I00032646,O00014987,P001742,U007128,1.0,814.3,814.3,2025-06-21 21:02:18.505385,Processing,814.3,GreenLeaf End,Electronics,GreenLeaf,814.3,3.93,Terri Jacobs,sherry56@example.net,Other,North Deborahview,2024-08-20,814.3
I00032647,O00014988,P001034,U006296,1.0,15.62,15.62,2024-07-19 15:18:09.038994,Completed,1383.21,Nimbus Imagine,Home & Kitchen,Nimbus,15.62,2.78,Kristy Murray,williamsspencer@example.org,Other,Arnoldberg,2024-09-20,15.62
I00032648,O00014988,P000576,U006296,1.0,9.8,9.8,2024-07-19 15:18:09.038994,Completed,1383.21,Zenith Air,Pet Supplies,Zenith,9.8,4.48,Kristy Murray,williamsspencer@example.org,Other,Arnoldberg,2024-09-20,9.8
I00032649,O00014988,P000664,U006296,2.0,675.42,1350.84,2024-07-19 15:18:09.038994,Completed,1383.21,Harbor Size,Automotive,Harbor,675.42,3.75,Kristy Murray,williamsspencer@example.org,Other,Arnoldberg,2024-09-20,1350.84
I00032650,O00014988,P000396,U006296,1.0,6.95,6.95,2024-07-19 15:18:09.038994,Completed,1383.21,Willow Result,Pet Supplies,Willow,6.95,2.63,Kristy Murray,williamsspencer@example.org,Other,Arnoldberg,2024-09-20,6.95
I00032589,O00014960,P001787,U003828,1.0,160.19,160.19,2024-01-30 01:34:01.779953,Shipped,160.19,Willow Forget,Clothing,Willow,160.19,4.45,Austin Williams,greenjason@example.net,Other,West Jacquelineside,2025-04-04,160.19
I00032588,O00014959,P001116,U008966,2.0,305.0,610.0,2024-04-03 11:41:52.289793,Returned,663.19,Harbor Movie,Home & Kitchen,Harbor,305.0,3.31,Christina Simmons,sarah91@example.com,Female,Lake Charlesland,2025-07-30,610.0
I00032587,O00014959,P000980,U008966,1.0,53.19,53.19,2024-04-03 11:41:52.289793,Returned,663.19,Acme Behavior,Books,Acme,53.19,3.06,Christina Simmons,sarah91@example.com,Female,Lake Charlesland,2025-07-30,53.19
I00032523,O00014933,P001768,U004335,1.0,29.53,29.53,2024-01-11 08:34:13.090475,Shipped,1752.91,GreenLeaf Name,Beauty,GreenLeaf,29.53,3.78,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,29.53
I00032525,O00014933,P000755,U004335,1.0,39.34,39.34,2024-01-11 08:34:13.090475,Shipped,1752.91,Nimbus Affect,Books,Nimbus,39.34,3.69,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,39.34
I00032526,O00014933,P000639,U004335,1.0,64.23,64.23,2024-01-11 08:34:13.090475,Shipped,1752.91,GreenLeaf Century,Pet Supplies,GreenLeaf,64.23,3.08,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,64.23
I00032527,O00014933,P001717,U004335,1.0,1551.98,1551.98,2024-01-11 08:34:13.090475,Shipped,1752.91,Orion Society,,Orion,1551.98,4.75,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,1551.98
I00032529,O00014935,P001914,U003838,1.0,948.69,948.69,2025-08-27 17:19:33.775406,,1202.18,Astra Thing,Electronics,Astra,948.69,3.37,Douglas Leach,srodgers@example.net,Other,Jonathanshire,2025-05-21,948.69
I00032530,O00014935,P001590,U003838,1.0,11.57,11.57,2025-08-27 17:19:33.775406,,1202.18,Solace Institution,Clothing,Solace,11.57,2.81,Douglas Leach,srodgers@example.net,Other,Jonathanshire,2025-05-21,11.57
I00032531,O00014935,P000487,U003838,1.0,22.21,22.21,2025-08-27 17:19:33.775406,,1202.18,Willow Indeed,Clothing,Willow,22.21,3.4,Douglas Leach,srodgers@example.net,Other,Jonathanshire,2025-05-21,22.21
I00032532,O00014935,P000335,U003838,2.0,93.49,186.98,2025-08-27 17:19:33.775406,,1202.18,NeoTech Cost,Beauty,NeoTech,93.49,3.81,Douglas Leach,srodgers@example.net,Other,Jonathanshire,2025-05-21,186.98
I00032533,O00014935,P000905,U003838,1.0,32.73,32.73,2025-08-27 17:19:33.775406,,1202.18,Solace Star,Toys,Solace,32.73,4.6,Douglas Leach,srodgers@example.net,Other,Jonathanshire,2025-05-21,32.73
I00032534,O00014936,P000788,U006261,1.0,95.98,95.98,2024-12-22 07:31:51.080829,Completed,95.98,Solace Activity,Pet Supplies,Solace,95.98,4.03,Robert Day,dpatton@example.org,Female,Maddoxmouth,2024-09-08,95.98
I00032535,O00014937,P001670,U007261,1.0,110.43,110.43,2024-01-20 18:21:16.016453,Returned,110.43,NeoTech Outside,Beauty,NeoTech,110.43,2.78,Christine Moon,richard10@example.org,Male,West Anita,2024-01-26,110.43
I00032536,O00014938,P000115,U006166,1.0,28.99,28.99,2025-04-01 07:35:12.341578,Returned,1968.19,Astra President,Books,Astra,28.99,4.24,Scott Brown,xturner@example.com,Male,Port Timothyshire,2024-05-07,28.99
I00032537,O00014938,P000366,U006166,3.0,242.13,726.39,2025-04-01 07:35:12.341578,Returned,1968.19,NeoTech Fill,Home & Kitchen,NeoTech,242.13,3.23,Scott Brown,xturner@example.com,Male,Port Timothyshire,2024-05-07,726.39
I00032538,O00014938,P001125,U006166,1.0,1181.64,1181.64,2025-04-01 07:35:12.341578,Returned,1968.19,Harbor Against,Electronics,Harbor,1181.64,3.46,Scott Brown,xturner@example.com,Male,Port Timothyshire,2024-05-07,1181.64
I00032539,O00014938,P001073,U006166,1.0,31.17,31.17,2025-04-01 07:35:12.341578,Returned,1968.19,Everest Own,Beauty,Everest,31.17,2.56,Scott Brown,xturner@example.com,Male,Port Timothyshire,2024-05-07,31.17
I00032540,O00014939,P001334,U001521,2.0,156.31,312.62,2024-10-12 14:22:42.626737,Completed,445.66,Solace Personal,Beauty,Solace,156.31,3.49,Michelle Williams,ukramer@example.net,Male,Matthewburgh,2025-06-02,312.62
I00032541,O00014939,P000990,U001521,2.0,66.52,133.04,2024-10-12 14:22:42.626737,Completed,445.66,Orion Save,Automotive,Orion,66.52,4.48,Michelle Williams,ukramer@example.net,Male,Matthewburgh,2025-06-02,133.04
I00032542,O00014940,P000206,U007962,1.0,202.11,202.11,2025-02-08 03:47:16.799859,Processing,202.11,Orion Pm,Automotive,Orion,202.11,4.47,Michael Shah,sean63@example.com,Male,Davidville,2024-05-24,202.11
I00032524,O00014933,P000266,U004335,1.0,45.35,45.35,2024-01-11 08:34:13.090475,Shipped,1752.91,,Home & Kitchen,Astra,45.35,3.54,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,45.35
I00032522,O00014933,P000766,U004335,1.0,22.48,22.48,2024-01-11 08:34:13.090475,Shipped,1752.91,Pulse Sell,Clothing,Pulse,22.48,4.44,Dalton Nash,loriwalters@example.org,Other,Port Lisa,2024-08-21,22.48
I00032586,O00014958,P000218,U001392,1.0,234.99,234.99,2024-10-02 00:16:42.283500,Returned,234.99,Harbor Last,Electronics,Harbor,234.99,2.93,Dustin Obrien,david68@example.com,Female,North Jacobview,2025-01-02,234.99
I00032521,O00014932,P000504,U007972,1.0,111.42,111.42,2025-04-03 12:44:42.766039,Shipped,111.42,GreenLeaf Learn,Beauty,GreenLeaf,,3.27,Tina Howell,krichards@example.com,Male,Andersonton,2024-10-23,111.42
I00032504,O00014925,P001611,U009987,1.0,1028.88,1028.88,2025-05-30 02:46:25.155437,Cancelled,2476.69,Willow Benefit,Electronics,Willow,1028.88,2.86,Christopher Williams,lindawright@example.com,Other,Murphyland,2024-06-15,1028.88
I00032505,O00014926,P001851,U009236,1.0,9.25,9.25,2025-05-20 12:01:29.038834,Cancelled,9.25,Acme Wife,Pet Supplies,Acme,9.25,3.77,Joseph Gentry,sara93@example.net,Other,Brianshire,2024-01-29,9.25
I00032506,O00014927,P000751,U008692,1.0,2.72,2.72,2024-03-21 01:52:04.124221,Processing,2.72,Willow At,Books,Willow,2.72,3.47,Renee Murray,andrew54@example.com,Male,,2024-01-03,2.72
I00032507,O00014928,P000966,U007430,2.0,1151.47,2302.94,2025-11-08 03:22:29.082188,Processing,3017.25,Harbor Buy,,Harbor,1151.47,4.37,Cesar Booth,haleygeorge@example.org,Male,East Annaland,2024-06-28,2302.94
I00032508,O00014928,P001128,U007430,2.0,338.49,676.98,2025-11-08 03:22:29.082188,Processing,3017.25,Willow Responsibility,Electronics,Willow,338.49,,Cesar Booth,haleygeorge@example.org,Male,East Annaland,2024-06-28,676.98
I00032509,O00014928,P001075,U007430,1.0,37.33,37.33,2025-11-08 03:22:29.082188,Processing,3017.25,Harbor Describe,Books,Harbor,37.33,2.57,Cesar Booth,haleygeorge@example.org,Male,East Annaland,2024-06-28,37.33
I00032510,O00014929,P001611,U000059,1.0,,1028.88,2024-10-17 16:18:31.948676,Returned,1241.75,Willow Benefit,Electronics,Willow,1028.88,2.86,Ryan Gross,christina87@example.com,Male,Petersenshire,2025-04-28,
I00032511,O00014929,P001158,U000059,1.0,18.38,18.38,2024-10-17 16:18:31.948676,Returned,1241.75,Nimbus When,Books,Nimbus,18.38,3.69,Ryan Gross,christina87@example.com,Male,Petersenshire,2025-04-28,18.38
I00032512,O00014929,P000704,U000059,1.0,194.49,194.49,2024-10-17 16:18:31.948676,Returned,1241.75,NeoTech Girl,Home & Kitchen,NeoTech,194.49,4.66,Ryan Gross,christina87@example.com,Male,Petersenshire,2025-04-28,194.49
I00032513,O00014930,P000131,U006076,1.0,329.14,329.14,2025-09-22 19:43:20.008422,Completed,2424.91,NeoTech Everybody,Automotive,NeoTech,329.14,4.29,John Hale,btaylor@example.org,Female,Scottmouth,2024-10-21,329.14
I00032514,O00014930,P001159,U006076,3.0,18.26,54.78,2025-09-22 19:43:20.008422,Completed,2424.91,Acme Institution,Books,Acme,18.26,2.67,John Hale,btaylor@example.org,Female,Scottmouth,2024-10-21,54.78
I00032515,O00014930,P001346,U006076,2.0,921.0,1842.0,2025-09-22 19:43:20.008422,Completed,2424.91,Everest Also,,Everest,921.0,3.15,John Hale,btaylor@example.org,Female,Scottmouth,2024-10-21,1842.0
I00032516,O00014930,P000448,U006076,3.0,66.33,198.99,2025-09-22 19:43:20.008422,Completed,2424.91,Zenith Stop,Pet Supplies,Zenith,66.33,2.57,John Hale,btaylor@example.org,Female,Scottmouth,2024-10-21,198.99
I00032517,O00014931,P000963,U006915,2.0,40.92,81.84,2025-03-05 21:23:58.622934,Shipped,638.8,Zenith By,Toys,Zenith,40.92,2.96,Barbara Bell,jnash@example.net,,Crystalview,2025-06-16,81.84
I00032518,O00014931,P001046,U006915,3.0,157.61,472.83,2025-03-05 21:23:58.622934,Shipped,638.8,Zenith Lot,Clothing,Zenith,157.61,3.31,Barbara Bell,jnash@example.net,,Crystalview,2025-06-16,472.83000000000004
I00032519,O00014931,P001179,U006915,1.0,1.72,1.72,2025-03-05 21:23:58.622934,Shipped,638.8,Astra Player,Groceries,Astra,1.72,,Barbara Bell,jnash@example.net,,Crystalview,2025-06-16,1.72
I00032520,O00014931,P001552,U006915,3.0,27.47,82.41,2025-03-05 21:23:58.622934,Shipped,638.8,Nimbus Key,Automotive,Nimbus,27.47,3.66,Barbara Bell,jnash@example.net,,Crystalview,2025-06-16,82.41
I00032543,O00014941,P001220,U009850,1.0,697.76,697.76,2025-06-03 16:08:53.300086,Completed,818.08,Willow Rich,Electronics,Willow,697.76,4.79,Ryan Watson,lisawatts@example.com,,,2025-09-03,697.76
I00032544,O00014941,P001771,U009850,1.0,120.32,120.32,2025-06-03 16:08:53.300086,Completed,818.08,GreenLeaf Guess,Sports,GreenLeaf,120.32,4.36,Ryan Watson,lisawatts@example.com,,,2025-09-03,120.32
I00032545,O00014942,P000879,U007395,1.0,134.17,134.17,,Completed,1340.34,GreenLeaf Couple,Home & Kitchen,GreenLeaf,134.17,2.8,Tracy Kirby,shaun31@example.com,Female,Johnfurt,2024-04-24,134.17
I00032546,O00014942,P000927,U007395,1.0,1206.17,1206.17,,Completed,1340.34,NeoTech Bring,Electronics,NeoTech,1206.17,3.35,Tracy Kirby,shaun31@example.com,Female,Johnfurt,2024-04-24,1206.17
I00032568,O00014952,P001082,U001610,1.0,1.78,1.78,2025-01-15 16:07:00.180466,Cancelled,477.43,Orion Night,Groceries,Orion,1.78,3.12,Joseph Taylor,michellemcmahon@example.com,Other,,2025-01-19,1.78
I00032569,O00014952,P001784,U001610,1.0,219.72,219.72,2025-01-15 16:07:00.180466,Cancelled,477.43,Everest Beautiful,Sports,Everest,219.72,3.77,Joseph Taylor,michellemcmahon@example.com,Other,,2025-01-19,219.72
I00032570,O00014952,P001698,U001610,1.0,142.7,142.7,2025-01-15 16:07:00.180466,Cancelled,477.43,GreenLeaf Day,Clothing,GreenLeaf,142.7,4.17,Joseph Taylor,michellemcmahon@example.com,Other,,2025-01-19,142.7
I00032571,O00014952,P000310,U001610,1.0,67.11,67.11,2025-01-15 16:07:00.180466,Cancelled,477.43,Orion Side,Clothing,Orion,67.11,3.06,Joseph Taylor,michellemcmahon@example.com,Other,,2025-01-19,67.11
I00032572,O00014953,P000958,U005154,2.0,78.26,156.52,2025-07-09 23:57:05.917863,Returned,1069.14,Pulse Five,Sports,Pulse,78.26,2.57,Elizabeth Henry,markmiller@example.com,,Morenobury,2024-04-08,156.52
